Domestic Equity,Large Cap,BEG0006AU,40542,Australian Equities Extension Fund,Approved,5/7/2025,MDA/SOA,,5,SQM - Superior,Open-End Fund,Vinva is an independent investment management firm established in 2010. Vinva specialises in managing Australian and international equity investment strategies and have a proven long-term track record.,"The Fund implements a “long/short equity” strategy. The strategy seeks to generate profit from growth in long positions and falls in prices of short positions. The strategy's core holdings are long equities, with some shorts of securities.","We view this Fund as a quality addition to your portfolio, providing investment grade long/short exposure to domestic equity securities.","Vinva is an independent investment management firm established in 2010. Vinva specialises in managing Australian and international equity investment strategies and have a proven long-term track record. The Fund implements a “long/short equity” strategy. The strategy seeks to generate profit from growth in long positions and falls in prices of short positions. The strategy's core holdings are long equities, with some shorts of securities. We view this Fund as a quality addition to your portfolio, providing investment grade long/short exposure to domestic equity securities. ",-3.13,11.36,8.15,17.72,8.78,Not on APL,10/31/2011,BT Panorama;Asgard Employee Super Account;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Asgard eWrap;Asgard eWrap Investment;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/40542,No,No,"5,000",1.13,,2.33,0.40,0.40,No,,No,,,,12,Z12,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,AFI,Australian Foundation InvesCo Ord,Approved,5/7/2025,SOA,Neutral,,Lonsec - Recommended,Closed-End Fund,Australian Foundation Investment Company (AFIC) is a listed investment company investing in Australian and New Zealand equities.,The Company aims to provide shareholders with attractive investment returns through access to a steady stream of fully franked dividends and capital growth. The company invests in a portfolio of around 75 of Australia’s major companies.,"We view this Listed Investment Company (LIC) as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Australian Foundation Investment Company (AFIC) is a listed investment company investing in Australian and New Zealand equities. The Company aims to provide shareholders with attractive investment returns through access to a steady stream of fully franked dividends and capital growth. The company invests in a portfolio of around 75 of Australia’s major companies. We view this Listed Investment Company (LIC) as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-3.93,1.34,6.72,12.25,7.05,Not on APL,10/31/2011,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/LIC/Profile/AFI,No,No,0,0.14,,0.14,,,No,,No,,,,13,Z13,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,BFL0002AU,16999,Bennelong Concentrated Australian Eq,Approved,5/7/2025,SOA,Neutral,2,Lonsec - Recommended,Open-End Fund,"Bennelong is part of the BFM Group, an investment company that partners with boutique asset managers across the globe investing in Australian, UK, Asian and global equities.","The Fund’s objective is to grow the value of your investment over the long term via a combination of capital growth and income, by investing in a diversified portfolio of primarily Australian shares, providing a total return that exceeds the S&P/ASX 300 Accumulation Index by 4% per annum after fees (measured on a rolling three-year basis).","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Bennelong is part of the BFM Group, an investment company that partners with boutique asset managers across the globe investing in Australian, UK, Asian and global equities. The Fund’s objective is to grow the value of your investment over the long term via a combination of capital growth and income, by investing in a diversified portfolio of primarily Australian shares, providing a total return that exceeds the S&P/ASX 300 Accumulation Index by 4% per annum after fees (measured on a rolling three-year basis). We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-10.41,-9.77,-2.86,7.72,7.73,Not on APL,5/10/2023,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;mFund Settlement Service;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/16999,No,No,"10,000",0.89,15.00,1.53,0.20,0.20,No,,No,,,,14,Z14,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,A200,BetaShares Australia 200 ETF,Approved,5/7/2025,MDA/SOA,Bronze,4,Lonsec - Highly Recommended,Exchange-Traded Fund,"BetaShares is a leading provider of ETFs and other Funds within the Australian market. With a broad range of products now trading on the ASX, their range of Funds is one of the largest and most diverse available in the market.",The ETF aims to closely track the Solactive Australia 200 Index. As such this ETF provides investors with a straightforward and very cost-effective passive exposure to the largest 200 companies on the ASX.,"We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","BetaShares is a leading provider of ETFs and other Funds within the Australian market. With a broad range of products now trading on the ASX, their range of Funds is one of the largest and most diverse available in the market. The ETF aims to closely track the Solactive Australia 200 Index. As such this ETF provides investors with a straightforward and very cost-effective passive exposure to the largest 200 companies on the ASX. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-2.83,2.77,5.65,13.42,,Not on APL,7/23/2018,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/A200,No,No,0,0.04,,0.04,,,No,,No,,,,15,Z15,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,QRE,BetaShares Australian Res Sect ETF,Approved,5/7/2025,SOA,,,Lonsec - Recommended,Exchange-Traded Fund,"BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market.","The investment objective of the BetaShares Australian Resources Sector ETF is to provide an investment return that tracks the performance of the Solactive Australia Resources Sector Index (the “Index”), before taking into account fees and expenses.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market. The investment objective of the BetaShares Australian Resources Sector ETF is to provide an investment return that tracks the performance of the Solactive Australia Resources Sector Index (the “Index”), before taking into account fees and expenses. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",0.54,-9.21,-0.81,14.23,8.83,Not on APL,11/10/2021,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/QRE,No,No,0,0.34,,0.34,,,No,,No,,,,16,Z16,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,FAIR,BetaShares Australian Sustnby Ldrs ETF,Approved,5/7/2025,SOA,Neutral,1,Lonsec - Recommended,Exchange-Traded Fund,"BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market.",The fund provides exposure to a portfolio of Australian companies that have been screened to preference companies engaged in sustainable business activities and to avoid companies engaged in activities deemed inconsistent with UNPRI considerations.,"We view this ETF as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities.","BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market. The fund provides exposure to a portfolio of Australian companies that have been screened to preference companies engaged in sustainable business activities and to avoid companies engaged in activities deemed inconsistent with UNPRI considerations. We view this ETF as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities. ",-4.75,1.02,4.36,8.45,,Not on APL,11/6/2019,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/FAIR,Yes,Yes,500,0.49,,0.49,,,No,,No,,,,17,Z17,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,BAR0814AU,3005,BlackRock Advantage Australian Equity,Approved,5/7/2025,SOA,Silver,4,Lonsec - Recommended,Open-End Fund,"BlackRock is one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships.","The fund aims to achieve returns that exceed those of the S&P/ASX 300 Accumulation Index (the “Index”) by 2.20%p.a., after fees, over rolling 3-year periods, while maintaining a similar level of investment risk to the index.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","BlackRock is one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships. The fund aims to achieve returns that exceed those of the S&P/ASX 300 Accumulation Index (the “Index”) by 2.20%p.a., after fees, over rolling 3-year periods, while maintaining a similar level of investment risk to the index. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-2.47,5.19,5.71,13.10,7.50,Approved,11/28/2018,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/3005,No,Yes,"50,000",0.29,,0.29,0.15,0.15,No,,No,,,,18,Z18,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,BLK6723AU,43549,BlackRock Australian Alpha Tilts S,Approved,5/7/2025,MDA/SOA,Bronze,3,Lonsec - Recommended,Open-End Fund,"BlackRock is one of the world’s leading providers of investment, advisory and risk management solutions. The Fund is designed to be a core equity strategy providing broad exposure to the Australian equity market.","Investment decisions are made through a disciplined investment process. This quantitative process makes decisions by utilising information derived from analyst expectations, relative valuation, earnings quality and market signals.","The Fund aims to outperform the S&P/ASX 300 Accumulation Index (the “Index”) over rolling 3-year periods. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","BlackRock is one of the world’s leading providers of investment, advisory and risk management solutions. The Fund is designed to be a core equity strategy providing broad exposure to the Australian equity market. Investment decisions are made through a disciplined investment process. This quantitative process makes decisions by utilising information derived from analyst expectations, relative valuation, earnings quality and market signals. The Fund aims to outperform the S&P/ASX 300 Accumulation Index (the “Index”) over rolling 3-year periods. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-2.46,5.27,5.58,13.09,,Not on APL,5/6/2020,BT Panorama;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43549,No,Yes,"500,000",0.29,,0.29,0.15,0.15,No,,No,,,,19,Z19,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,FSF0079AU,9984,CFS FC-Lazard Select Australian Equity,Approved,5/7/2025,SOA,Silver,3,Lonsec - Highly Recommended,Open-End Fund,"Lazard is one of the oldest investment management houses. They have research analysts based in all the major regions across the world including North America, Europe, Middle East and Asia Pacific.",The approach is value-orientated and aims to provide investors with access to companies listed on the Australian Securities Exchange that Lazard believes are out of favour and trading below their intrinsic value.,"The repeatable investment process is disciplined with comprehensive fundamental company research and detailed modelling. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic equity securities.","Lazard is one of the oldest investment management houses. They have research analysts based in all the major regions across the world including North America, Europe, Middle East and Asia Pacific. The approach is value-orientated and aims to provide investors with access to companies listed on the Australian Securities Exchange that Lazard believes are out of favour and trading below their intrinsic value. The repeatable investment process is disciplined with comprehensive fundamental company research and detailed modelling. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic equity securities. ",-1.68,-7.74,4.91,14.17,5.66,Not on APL,11/6/2019,Macquarie Investment Manager;OneVue Unified Managed Account;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Investment Manager II;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;,"CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/9984,No,Yes,"20,000",1.02,,1.02,0.10,0.10,No,,No,,,,20,Z20,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,FSF0043AU,4715,CFS Geared Share,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Recommended,Open-End Fund,"First Sentier Investors (formerly Colonial First State Global Asset Management) is a global asset management group focused on providing high quality, long-term investment capabilities to clients.","The fund generally invests in large, high quality Australian companies with strong balance sheets and earnings. The fund utilises gearing to magnify returns from underlying investments.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","First Sentier Investors (formerly Colonial First State Global Asset Management) is a global asset management group focused on providing high quality, long-term investment capabilities to clients. The fund generally invests in large, high quality Australian companies with strong balance sheets and earnings. The fund utilises gearing to magnify returns from underlying investments. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-10.61,1.42,5.10,23.69,11.45,Not on APL,5/11/2022,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;AMP Personalised Portfolio;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;,"Asgard, BT Wrap, CFS (Encircle),",,No,Yes,"20,000",2.30,,2.30,0.50,0.50,No,,No,,,,21,Z21,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,DFA0101AU,5840,Dimensional AUS Value Trust - Active ETF,Approved,5/7/2025,SOA,Gold,5,Lonsec - Recommended,Open-End Fund,Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional Fund Advisors (DFA). DFA has over $200 billion in Funds under management and is primarily owned by employees and directors.,The Fund may suit those investors seeking exposure to a diversified portfolio of value companies listed in Australia with the potential for long-term capital growth. Investors in this Fund will be exposed to share market volatility.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional Fund Advisors (DFA). DFA has over $200 billion in Funds under management and is primarily owned by employees and directors. The Fund may suit those investors seeking exposure to a diversified portfolio of value companies listed in Australia with the potential for long-term capital growth. Investors in this Fund will be exposed to share market volatility. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-0.56,2.54,5.93,17.20,8.45,Approved,3/23/2018,North Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/5840,No,No,"25,000",0.34,,0.34,0.08,0.08,No,,No,,,,22,Z22,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,DFA0103AU,6465,Dimensional Aust Large Company Trust,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Recommended,Open-End Fund,Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors.,The fund may suit those investors seeking exposure to a diversified portfolio of large companies listed in Australia with the potential for long-term capital growth. Investors in this fund will be exposed to share market volatility.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors. The fund may suit those investors seeking exposure to a diversified portfolio of large companies listed in Australia with the potential for long-term capital growth. Investors in this fund will be exposed to share market volatility. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-2.48,2.88,5.74,13.33,7.19,Under review,2/5/2019,North Wrap;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;BT Panorama;Macquarie Super Accumulator;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/6465,No,No,"25,000",0.16,,0.16,0.08,0.08,No,,No,,,,23,Z23,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,DFA0003AU,14318,Dimensional Australian Core Equity Trust,Approved,5/7/2025,MDA/SOA,Bronze,4,Lonsec - Recommended,Open-End Fund,Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional Fund Advisors (DFA). DFA has over $200 billion in Funds under management and is primarily owned by employees and directors.,The Fund invests in a diversified portfolio of securities listed in Australia with the potential for long-term capital growth. The Fund has an increased exposure to small companies and value companies.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional Fund Advisors (DFA). DFA has over $200 billion in Funds under management and is primarily owned by employees and directors. The Fund invests in a diversified portfolio of securities listed in Australia with the potential for long-term capital growth. The Fund has an increased exposure to small companies and value companies. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-1.83,2.06,4.85,14.78,7.68,Approved,3/23/2018,North Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;BT Panorama;Macquarie Super Accumulator;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/14318,No,No,"25,000",0.28,,0.28,0.08,0.08,No,,No,,,,24,Z24,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,DFA2068AU,43117,Dimensional Australian Sustainability,Approved,5/7/2025,SOA,Bronze,5,Lonsec - Recommended,Open-End Fund,Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors.,The Trust will invest in a diversified market-wide portfolio of Australian listed securities. Eligible securities for the strategy include securities of companies and Real Estate Investment Trusts (REITs) and REIT-like entities listed in Australia.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors. The Trust will invest in a diversified market-wide portfolio of Australian listed securities. Eligible securities for the strategy include securities of companies and Real Estate Investment Trusts (REITs) and REIT-like entities listed in Australia. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-1.94,4.34,6.46,15.74,,Not on APL,12/11/2020,Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Macquarie Pension Consolidator II Elevat;BT Panorama;Macquarie Super Accumulator;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/43117,Yes,Yes,"25,000",0.28,,0.28,0.08,0.08,No,,No,,,,25,Z25,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
